t,dt,f,v_true
15.38,0.02,8.212609,19.05644
15.4,0.02,0.527846,19.11304
15.42,0.02,7.960583,19.01598
15.44,0.02,-1.078888,19.06751
15.46,0.02,2.398454,18.93835
15.48,0.02,0.5169411,18.87865
15.5,0.02,3.059461,18.78135
15.52,0.02,-0.6729355,18.73494
15.54,0.02,3.311841,18.61381
15.56,0.02,11.89357,18.57245
15.58,0.02,9.428032,18.70264
15.6,0.02,9.837533,18.78359
15.62,0.02,7.107395,18.87271
15.64,0.02,3.890967,18.90722
15.66,0.02,12.07988,18.87741
15.68,0.02,0.9516485,19.01136
15.7,0.02,-1.864199,18.92276
15.72,0.02,-1.339046,18.77784
15.74,0.02,-0.2488977,18.64344
15.76,0.02,0.255556,18.5308
15.78,0.02,7.521571,18.42832
15.8,0.02,11.56581,18.47108
15.82,0.02,5.053042,18.59476
15.84,0.02,3.863839,18.58823
15.86,0.02,6.446411,18.55785
15.88,0.02,0.8892203,18.57912
15.9,0.02,-2.960803,18.48929
15.92,0.02,11.87271,18.32244
15.94,0.02,6.124052,18.45226
15.96,0.02,11.90306,18.4671
15.98,0.02,7.946453,18.59753
16,0.02,4.379683,18.64881
16.02,0.02,0.4289786,18.62881
16.04,0.02,5.056599,18.52971
16.06,0.02,3.665392,18.52321
16.08,0.02,9.939748,18.4889
16.1,0.02,11.25126,18.58008
16.12,0.02,10.36031,18.69743
16.14,0.02,4.330522,18.79704
16.16,0.02,2.223214,18.77598
16.18,0.02,2.303357,18.71283
16.2,0.02,8.168943,18.65125
16.22,0.02,3.720963,18.70699
16.24,0.02,10.92696,18.67379
16.26,0.02,4.689957,18.78471
16.28,0.02,0.8461576,18.77089
16.3,0.02,11.50662,18.68014
16.32,0.02,6.99109,18.80268
16.34,0.02,-2.504579,18.83477
16.36,0.02,2.068413,18.67712
16.38,0.02,-2.273533,18.611
16.4,0.02,3.294202,18.45793
16.42,0.02,2.074413,18.41623
16.44,0.02,-1.927108,18.35006
16.46,0.02,4.44888,18.20388
16.48,0.02,-3.228387,18.18524
16.5,0.02,6.041821,18.013
16.52,0.02,3.251261,18.02617
16.54,0.02,-3.130993,17.98357
16.56,0.02,10.37255,17.81331
16.58,0.02,11.56275,17.91313
16.6,0.02,2.912124,18.03676
16.62,0.02,2.326936,17.9873
16.64,0.02,12.18212,17.92628
16.66,0.02,8.547553,18.06224
16.68,0.02,6.752063,18.12555
16.7,0.02,1.689024,18.153
16.72,0.02,2.444396,18.07927
16.74,0.02,-3.313729,18.02055
16.76,0.02,11.7206,17.8467
16.78,0.02,1.431525,17.97359
16.8,0.02,3.957651,17.89454
16.82,0.02,-2.520697,17.86626
16.84,0.02,8.425529,17.70786
16.86,0.02,4.835928,17.7681
16.88,0.02,8.994499,17.75733
16.9,0.02,8.083208,17.82984
16.92,0.02,-0.5291565,17.88439
16.94,0.02,7.641097,17.76742
16.96,0.02,8.50696,17.81572
16.98,0.02,7.184234,17.88713
17,0.02,5.590801,17.93015
17.02,0.02,-2.644866,17.94587
17.04,0.02,-3.226265,17.8003
17.06,0.02,6.780268,17.64696
17.08,0.02,7.672649,17.69696
17.1,0.02,0.09164216,17.76883
17.12,0.02,4.107481,17.69248
17.14,0.02,4.529398,17.70038
17.16,0.02,-3.031711,17.7198
17.18,0.02,1.789283,17.59176
17.2,0.02,7.702619,17.56332
17.22,0.02,10.779,17.67717
17.24,0.02,0,17.85471
17.26,0.02,0,17.81881
17.28,0.02,0,17.785
17.3,0.02,0,17.7533
17.32,0.02,0,17.72371
17.34,0.02,0,17.69624
17.36,0.02,0,17.67091
17.38,0.02,0,17.64773
17.4,0.02,0,17.6267
17.42,0.02,0,17.60783
17.44,0.02,0,17.59113
17.46,0.02,0,17.5766
17.48,0.02,0,17.56426
17.5,0.02,0,17.5541
17.52,0.02,0,17.54612
17.54,0.02,0,17.54034
17.56,0.02,0,17.53675
17.58,0.02,0,17.53536
17.6,0.02,0,17.53616
17.62,0.02,0,17.53915
17.64,0.02,0,17.54434
17.66,0.02,0,17.55172
17.68,0.02,0,17.56129
17.7,0.02,0,17.57305
17.72,0.02,0,17.58698
17.74,0.02,0,17.6031
17.76,0.02,0,17.62138
17.78,0.02,0,17.64182
17.8,0.02,0,17.66442
17.82,0.02,0,17.68917
17.84,0.02,0,17.71606
17.86,0.02,0,17.74508
17.88,0.02,0,17.77621
17.9,0.02,0,17.80945
17.92,0.02,0,17.84479
17.94,0.02,0,17.88221
17.96,0.02,0,17.9217
17.98,0.02,0,17.67801
18,0.02,8.245052,17.63215
18.02,0.02,9.913278,17.79492
18.04,0.02,5.605646,18.00042
18.06,0.02,12.20592,18.12416
18.08,0.02,5.358011,18.37819
18.1,0.02,10.62503,18.49916
18.12,0.02,9.644444,18.72372
18.14,0.02,-1.645522,18.92974
18.16,0.02,0.08512761,18.91688
18.18,0.02,2.277186,18.93894
18.2,0.02,0.9886642,19.00458
18.22,0.02,4.511241,18.1791
18.24,0.02,-1.889963,18.25358
18.26,0.02,0.6254101,18.20302
18.28,0.02,4.962447,18.20123
18.3,0.02,7.66079,18.28496
18.32,0.02,-0.873235,16.87453
18.34,0.02,13.77352,16.83326
18.36,0.02,0.6736287,17.07805
18.38,0.02,1.743456,17.07413
18.4,0.02,5.447065,17.07297
18.42,0.02,9.555022,17.08016
18.44,0.02,1.997568,17.20427
18.46,0.02,8.947054,17.18366
18.48,0.02,7.412236,17.30344
18.5,0.02,-3.154003,17.39277
18.52,0.02,1.170463,17.27082
18.54,0.02,9.403734,17.23537
18.56,0.02,-2.652549,17.36459
18.58,0.02,8.125649,17.25267
18.6,0.02,12.47517,17.35633
18.62,0.02,3.5036,17.54697
18.64,0.02,12.69284,17.55819
18.66,0.02,9.384503,17.75318
18.68,0.02,-3.309777,17.88201
18.7,0.02,11.8238,17.75696
18.72,0.02,11.18015,17.93457
18.74,0.02,7.411714,18.09932
18.76,0.02,12.88142,18.18869
18.78,0.02,10.46476,18.38746
18.8,0.02,0.9211075,18.53789
18.82,0.02,-0.1540319,18.49746
18.84,0.02,2.199988,18.43551
18.86,0.02,3.749394,18.42066
18.88,0.02,1.423913,18.43678
18.9,0.02,-0.3254146,18.4064
18.92,0.02,9.664381,18.34104
18.94,0.02,4.409372,18.47546
18.96,0.02,2.477991,18.50479
18.98,0.02,0.1810959,18.49549
19,0.02,1.365545,18.44025
19.02,0.02,9.76932,18.4087
19.04,0.02,10.4512,18.54523
19.06,0.02,10.88814,18.6954
19.08,0.02,8.327687,18.8543
19.1,0.02,9.360186,18.96199
19.12,0.02,-2.096806,19.09034
19.14,0.02,9.579902,18.98954
19.16,0.02,2.173747,19.12228
19.18,0.02,6.134741,19.10689
19.2,0.02,4.943479,19.17071
19.22,0.02,6.500126,19.21072
19.24,0.02,6.641038,19.28187
19.26,0.02,11.56365,19.35583
19.28,0.02,-0.8422401,19.52824
19.3,0.02,-1.932427,19.45253
19.32,0.02,-2.547202,19.35502
19.34,0.02,5.300217,19.24522
19.36,0.02,3.200095,19.29237
19.38,0.02,-2.960022,19.29751
19.4,0.02,-1.060767,19.17945
19.42,0.02,4.821303,19.09937
19.44,0.02,9.097243,19.13694
19.46,0.02,11.26189,19.26003
19.48,0.02,9.176759,19.4264
19.5,0.02,-1.40113,19.55108
19.52,0.02,8.068695,19.4642
19.54,0.02,6.787962,19.56671
19.56,0.02,10.06293,19.64361
19.58,0.02,5.871045,19.78601
19.6,0.02,0.09947412,19.84457
19.62,0.02,0.199396,19.7877
19.64,0.02,9.804739,19.73282
19.66,0.02,0.8615091,19.87006
19.68,0.02,0.8386552,19.82843
19.7,0.02,-0.9332821,19.78634
19.72,0.02,-2.252487,19.70882
19.74,0.02,11.43459,19.60491
19.76,0.02,1.006483,19.77474
19.78,0.02,9.037156,19.73601
19.8,0.02,5.363391,19.85789
19.82,0.02,4.131801,19.9063
19.84,0.02,10.96969,19.93008
19.86,0.02,11.86688,20.09061
19.88,0.02,8.204446,20.26909
19.9,0.02,11.43056,20.37432
19.92,0.02,2.2506,20.54407
19.94,0.02,7.789927,20.53022
19.96,0.02,3.777491,20.62716
19.98,0.02,7.817032,20.64385
20,0.02,9.691077,20.74133
20.02,0.02,0.5084487,20.87629
20.04,0.02,1.777639,20.8276
20.06,0.02,0.7712882,20.80429
20.08,0.02,9.169968,20.76086
20.1,0.02,1.566398,20.8854
20.12,0.02,-2.577992,20.85787
20.14,0.02,-0.9772742,20.74745
20.16,0.02,6.450033,20.66904
20.18,0.02,-1.728948,20.73918
20.2,0.02,5.666554,20.64574
20.22,0.02,11.54809,20.70021
20.24,0.02,8.629904,20.87232
20.26,0.02,7.512836,20.98606
20.28,0.02,7.921698,21.07745
20.3,0.02,0.2571206,21.17703
20.32,0.02,4.997138,21.12331
20.34,0.02,10.80008,21.16439
20.36,0.02,-2.417797,21.32154
20.38,0.02,5.101337,21.21432
20.4,0.02,6.568362,21.25748
20.42,0.02,0.08627272,21.32999
20.44,0.02,0.3282768,21.27286
20.46,0.02,1.281749,21.22056
20.48,0.02,-2.588436,21.18734
20.5,0.02,6.726638,21.07671
20.52,0.02,6.788663,21.15238
20.54,0.02,8.703387,21.2293
20.56,0.02,7.770705,21.34451
20.58,0.02,8.366838,21.44106
20.6,0.02,-0.6525902,21.54954
20.62,0.02,0.2076596,21.47763
20.64,0.02,4.451953,21.42292
20.66,0.02,-0.5344997,21.4531
20.68,0.02,1.275634,21.38355
20.7,0.02,-1.25115,21.3502
20.72,0.02,2.004424,21.26632
20.74,0.02,-2.729732,21.24755
20.76,0.02,3.532328,21.13409
20.78,0.02,2.759192,21.14588
20.8,0.02,6.06387,21.1422
20.82,0.02,5.160199,21.20462
20.84,0.02,0.5006068,21.24896
20.86,0.02,9.492867,21.20012
20.88,0.02,11.01115,21.33111
20.9,0.02,6.270217,21.49248
20.92,0.02,3.398053,21.55902
20.94,0.02,3.38563,21.56812
20.96,0.02,1.378082,21.57697
20.98,0.02,-2.428564,21.54568
21,0.02,9.041817,21.43825
21.02,0.02,-2.710695,21.56022
21.04,0.02,1.203463,21.44715
21.06,0.02,5.144209,21.41236
21.08,0.02,10.75675,21.45638
21.1,0.02,3.572947,21.61265
21.12,0.02,-2.07777,21.62525
21.14,0.02,5.311923,21.52484
21.16,0.02,7.827105,21.57222
21.18,0.02,6.540695,21.6699
21.2,0.02,5.411167,21.74185
21.22,0.02,4.662306,21.79121
21.24,0.02,4.337407,21.8256
21.26,0.02,-0.235788,21.85349
21.28,0.02,-1.057925,21.78992
21.3,0.02,10.73573,21.7099
21.32,0.02,0.3098026,21.86575
21.34,0.02,6.169516,21.81309
21.36,0.02,8.217461,21.87762
21.38,0.02,5.802487,21.98311
21.4,0.02,9.615679,22.04029
21.42,0.02,4.238005,22.17375
21.44,0.02,0.1408651,22.19965
21.46,0.02,-0.2131116,22.14361
21.48,0.02,5.129745,22.08048
21.5,0.02,9.541116,22.12422
21.52,0.02,9.404692,22.25618
21.54,0.02,2.552422,22.38541
21.56,0.02,0.4197617,22.3776
21.58,0.02,-0.2416636,22.32714
21.6,0.02,7.975853,22.26344
21.62,0.02,3.420895,22.3641
21.64,0.02,1.898831,22.37366
21.66,0.02,9.069053,22.35278
21.68,0.02,-1.358221,22.4753
21.7,0.02,10.60913,22.38928
21.72,0.02,10.45058,22.5426
21.74,0.02,1.449345,22.69275
21.76,0.02,3.646437,22.66288
21.78,0.02,9.611644,22.67694
21.8,0.02,0.8208576,22.81032
21.82,0.02,-1.685168,22.76787
21.84,0.02,0.9942779,22.67531
21.86,0.02,2.216779,22.63634
21.88,0.02,9.793019,22.62181
21.9,0.02,3.741595,22.75881
21.92,0.02,6.911775,22.77479
21.94,0.02,3.16794,22.85416
21.96,0.02,0.5214141,22.85866
21.98,0.02,4.421353,22.81023
22,0.02,0.2330906,22.8398
22.02,0.02,1.956182,22.7856
22.04,0.02,3.429509,22.76586
22.06,0.02,4.532653,22.77559
22.08,0.02,9.327065,22.80738
22.1,0.02,1.021507,22.93506
22.12,0.02,0.6427246,22.89664
22.14,0.02,8.94121,22.85063
22.16,0.02,3.878649,22.97059
22.18,0.02,2.350022,22.98931
22.2,0.02,7.828434,22.97745
22.22,0.02,-2.570478,23.07516
22.24,0.02,4.90102,22.96489
22.26,0.02,4.243636,23.00405
22.28,0.02,-0.4000009,23.03006
22.3,0.02,2.636243,22.9632
22.32,0.02,1.055234,22.95707
22.34,0.02,0.2257923,22.91931
22.36,0.02,7.433035,22.86497
22.38,0.02,5.537277,22.95477
22.4,0.02,4.514727,23.00666
22.42,0.02,4.417254,23.03809
22.44,0.02,6.51206,23.06758
22.46,0.02,2.680462,23.13896
22.48,0.02,1.539567,23.13371
22.5,0.02,0.7224185,23.10564
22.52,0.02,7.922563,23.06123
22.54,0.02,0.7761781,23.1608
22.56,0.02,5.212584,23.11746
22.58,0.02,-0.1915073,23.16285
22.6,0.02,-1.009565,23.10016
22.62,0.02,5.916319,23.02111
22.64,0.02,2.095205,23.08058
22.66,0.02,5.986899,23.06362
22.68,0.02,10.08187,23.12449
22.7,0.02,3.539923,23.26727
22.72,0.02,2.18339,23.27919
22.74,0.02,-0.2104481,23.26403
22.76,0.02,5.596595,23.20096
22.78,0.02,-1.850319,23.25403
22.8,0.02,-0.110142,23.15817
22.82,0.02,6.096464,23.09711
22.84,0.02,6.186459,23.16018
22.86,0.02,6.656973,23.22504
22.88,0.02,3.007177,23.29932
22.9,0.02,5.065786,23.30061
22.92,0.02,5.371182,23.34307
22.94,0.02,-0.9014904,23.39163
22.96,0.02,5.880922,23.31474
22.98,0.02,-1.742715,23.3735
23,0.02,-1.693721,23.27978
23.02,0.02,3.223402,23.18705
23.04,0.02,8.966023,23.19265
23.06,0.02,2.034642,23.31312
23.08,0.02,-1.32286,23.29495
23.1,0.02,3.721133,23.20963
23.12,0.02,2.556612,23.22519
23.14,0.02,1.718033,23.21747
23.16,0.02,1.611418,23.19297
23.18,0.02,8.429422,23.16634
23.2,0.02,4.687261,23.27606
23.22,0.02,3.624267,23.31095
23.24,0.02,8.286529,23.32457
23.26,0.02,2.719135,23.43145
23.28,0.02,8.007782,23.42697
23.3,0.02,6.871968,23.52826
23.32,0.02,3.154116,23.60684
23.34,0.02,8.54465,23.61106
23.36,0.02,5.046949,23.7231
23.38,0.02,4.913386,23.76518
23.4,0.02,4.33839,23.80459
23.42,0.02,-0.7248514,23.8325
23.44,0.02,-2.431319,23.75914
23.46,0.02,9.534534,23.65165
23.48,0.02,2.188255,23.78348
23.5,0.02,6.756057,23.76839
23.52,0.02,9.454335,23.84465
23.54,0.02,1.570309,23.97488
23.56,0.02,3.310794,23.94742
23.58,0.02,9.582179,23.95478
23.6,0.02,-1.823517,24.08756
23.62,0.02,-1.124222,23.99223
23.64,0.02,8.240609,23.91089
23.66,0.02,0.1442041,24.01684
23.68,0.02,0.950406,23.96086
23.7,0.02,6.725869,23.92102
23.72,0.02,-1.083984,23.99668
23.74,0.02,0.002396469,23.91616
23.76,0.02,-1.215743,23.85748
23.78,0.02,3.035757,23.77433
23.8,0.02,4.114633,23.77621
23.82,0.02,9.422313,23.79967
23.84,0.02,8.464286,23.92924
23.86,0.02,0.5739986,24.03967
23.88,0.02,2.975264,23.99226
23.9,0.02,1.506255,23.9929
23.92,0.02,1.999703,23.96415
23.94,0.02,-1.299935,23.94525
23.96,0.02,9.954001,23.8604
23.98,0.02,-0.3948104,24.00061
24,0.02,7.825106,23.93389
24.02,0.02,1.963932,24.03158
24.04,0.02,3.793282,24.01211
24.06,0.02,8.605092,24.0292
24.08,0.02,2.663468,24.14273
24.1,0.02,1.190171,24.13703
24.12,0.02,-1.126792,24.10106
24.14,0.02,8.095359,24.01974
24.16,0.02,-0.974066,24.12328
24.18,0.02,2.245367,24.04656
24.2,0.02,7.245896,24.03637
24.22,0.02,6.642408,24.12932
24.24,0.02,0.2137499,24.22211
24.26,0.02,6.263861,24.18103
24.28,0.02,4.276984,24.26881
24.3,0.02,7.791223,24.32224
24.32,0.02,9.349932,24.45078
24.34,0.02,9.3052,24.61508
24.36,0.02,8.988762,24.78292
24.38,0.02,-2.179844,24.96846
24.4,0.02,0,24.93221
24.42,0.02,0,24.94107
24.44,0.02,0,24.95147
24.46,0.02,0,24.9634
24.48,0.02,0,24.97687
24.5,0.02,0,24.99187
24.52,0.02,0,25.00841
24.54,0.02,0,25.02647
24.56,0.02,0,25.04605
24.58,0.02,0,25.06716
24.6,0.02,0,25.08978
24.62,0.02,0,25.11391
24.64,0.02,0,25.13955
24.66,0.02,0,25.1667
24.68,0.02,0,25.19534
24.7,0.02,0,25.22548
24.72,0.02,0,25.25711
24.74,0.02,0,25.29022
24.76,0.02,0,25.3248
24.78,0.02,0,25.36086
24.8,0.02,0,25.39838
24.82,0.02,0,25.43736
24.84,0.02,0,25.47779
24.86,0.02,0,25.51966
24.88,0.02,0,25.56297
24.9,0.02,0,25.60771
24.92,0.02,0,25.65388
24.94,0.02,0,25.70146
24.96,0.02,0,25.75044
24.98,0.02,0,25.80083
25,0.02,0,25.8526
25.02,0.02,0,25.90576
25.04,0.02,0,25.96029
25.06,0.02,0,26.01619
25.08,0.02,0,26.07344
25.1,0.02,0,26.13205
25.12,0.02,0,26.19199
25.14,0.02,0,26.25326
25.16,0.02,0,26.31585
25.18,0.02,0,26.37975
25.2,0.02,0,26.44495
25.22,0.02,0,26.0847
25.24,0.02,4.113016,26.11154
25.26,0.02,5.532629,26.23004
25.28,0.02,4.545164,26.37941
25.3,0.02,4.337489,25.88242
25.32,0.02,3.75894,25.98151
25.34,0.02,-0.07698005,26.06778
25.36,0.02,3.566194,26.07902
25.38,0.02,2.156627,26.16178
25.4,0.02,7.589521,26.21692
25.42,0.02,4.383739,25.05586
25.44,0.02,1.728119,25.14418
25.46,0.02,0.9839085,25.17834
25.48,0.02,0.8305972,25.2152
25.5,0.02,3.384412,25.24881
25.52,0.02,5.472646,25.34294
25.54,0.02,7.537499,25.4602
25.56,0.02,7.471528,25.57383
25.58,0.02,3.84691,25.71547
25.6,0.02,3.758504,25.75805
25.62,0.02,0.9330669,25.76478
25.64,0.02,9.021099,25.75067
25.66,0.02,5.607439,25.9054
25.68,0.02,0.8772255,25.99329
25.7,0.02,8.602338,25.98696
25.72,0.02,6.138955,26.13511
25.74,0.02,-2.071517,26.234
25.76,0.02,8.664457,26.16865
25.78,0.02,6.098271,26.31804
25.8,0.02,1.939514,26.41613
25.82,0.02,8.100946,26.43102
25.84,0.02,-0.1145716,26.56915
25.86,0.02,5.075351,26.54298
25.88,0.02,-1.03432,26.62056
25.9,0.02,4.405232,26.57598
25.92,0.02,6.761176,26.64019
25.94,0.02,-0.1386212,26.75152
25.96,0.02,6.219157,26.72482
25.98,0.02,3.374584,26.82533
26,0.02,-1.051932,26.86892
26.02,0.02,8.890418,26.82397
26.04,0.02,1.60866,26.97791
26.06,0.02,-0.9173757,26.9862
26.08,0.02,1.024018,26.94396
26.1,0.02,2.838329,26.94056
26.12,0.02,6.133294,26.97338
26.14,0.02,-1.293943,27.07218
26.16,0.02,5.623653,27.02239
26.18,0.02,7.926081,27.11097
26.2,0.02,8.232915,27.24559
26.22,0.02,0.9780241,27.38633
26.24,0.02,0.06575615,27.38201
26.26,0.02,7.372171,27.35941
26.28,0.02,4.770961,27.48301
26.3,0.02,8.024508,27.55455
26.32,0.02,2.906736,27.69113
26.34,0.02,5.364439,27.72536
26.36,0.02,5.345186,27.80873
26.38,0.02,1.38558,27.89176
26.4,0.02,5.654072,27.89556
26.42,0.02,6.95807,27.98477
26.44,0.02,-1.165503,28.10001
26.46,0.02,-0.1125533,28.05283
26.48,0.02,-0.5612485,28.02666
26.5,0.02,6.939993,27.99152
26.52,0.02,1.413534,28.10646
26.54,0.02,6.542483,28.11082
26.56,0.02,-0.4542551,28.2178
26.58,0.02,8.044212,28.18479
26.6,0.02,0.7682989,28.32179
26.62,0.02,-0.3963257,28.31325
26.64,0.02,3.995418,28.28138
26.66,0.02,3.865768,28.33745
26.68,0.02,7.395529,28.39087
26.7,0.02,7.353642,28.51492
26.72,0.02,-1.867973,28.63809
26.74,0.02,6.09716,28.57679
26.76,0.02,0.9481493,28.67485
26.78,0.02,8.022863,28.66992
26.8,0.02,0.6315784,28.80648
26.82,0.02,2.999675,28.79523
26.84,0.02,-1.838637,28.83135
26.86,0.02,3.13713,28.77065
26.88,0.02,6.952085,28.80949
26.9,0.02,0.06844492,28.92462
26.92,0.02,4.288077,28.9021
26.94,0.02,1.088931,28.96394
26.96,0.02,5.73736,28.96184
26.98,0.02,6.700628,29.05267
27,0.02,3.330236,29.16278
27.02,0.02,1.154298,29.20554
27.04,0.02,6.574115,29.20476
27.06,0.02,6.550114,29.31227
27.08,0.02,-1.425619,29.4194
27.1,0.02,-0.9569113,29.36701
27.12,0.02,-1.428058,29.324
27.14,0.02,0.9727772,29.27153
27.16,0.02,6.476561,29.26707
27.18,0.02,3.756568,29.37274
27.2,0.02,3.845417,29.42397
27.22,0.02,2.31846,29.47694
27.24,0.02,1.029593,29.4994
27.26,0.02,6.702537,29.49608
27.28,0.02,-0.09914032,29.60624
27.3,0.02,5.538978,29.5804
27.32,0.02,4.79721,29.66729
27.34,0.02,3.472137,29.73935
27.36,0.02,5.912824,29.78488
27.38,0.02,-0.03726025,29.87926
27.4,0.02,6.50884,29.8546
27.42,0.02,0.5616619,29.96087
27.44,0.02,0.1511594,29.94818
27.46,0.02,-0.9795443,29.92731
27.48,0.02,0.174372,29.88387
27.5,0.02,3.464141,29.86349
27.52,0.02,2.258569,29.90885
27.54,0.02,6.419926,29.93014
27.56,0.02,4.71303,30.03457
27.58,0.02,7.550393,30.10495
27.6,0.02,0.9941669,30.2321
27.62,0.02,4.277296,30.22808
27.64,0.02,-1.096547,30.28976
27.66,0.02,4.643667,30.24392
27.68,0.02,3.91632,30.31291
27.7,0.02,5.697308,30.36732
27.72,0.02,6.782209,30.45737
27.74,0.02,-1.628765,30.56912
27.76,0.02,4.54583,30.51266
27.78,0.02,4.667597,30.57962
27.8,0.02,0.3505948,30.64911
27.82,0.02,2.518864,30.63227
27.84,0.02,1.966511,30.65869
27.86,0.02,4.503954,30.67416
27.88,0.02,5.94607,30.74036
27.9,0.02,7.547887,30.83534
27.92,0.02,7.719686,30.96243
27.94,0.02,0.6344066,31.09293
27.96,0.02,6.061153,31.08172
27.98,0.02,5.613936,31.17902
28,0.02,3.54518,31.26744
28.02,0.02,-1.60344,31.31442
28.04,0.02,1.834149,31.25844
28.06,0.02,2.395034,31.27122
28.08,0.02,5.628126,31.29523
28.1,0.02,0.2088018,31.38391
28.12,0.02,7.386199,31.3642
28.14,0.02,5.923331,31.488
28.16,0.02,-1.449722,31.58256
28.18,0.02,6.065665,31.52972
28.2,0.02,6.027372,31.62714
28.22,0.02,6.148109,31.72375
28.24,0.02,0.2269575,31.82281
28.26,0.02,1.62247,31.80343
28.28,0.02,-1.416107,31.81202
28.3,0.02,5.825536,31.75982
28.32,0.02,7.433229,31.85244
28.34,0.02,0.2113371,31.97722
28.36,0.02,3.123925,31.95753
28.38,0.02,4.495113,31.99612
28.4,0.02,2.701992,32.0621
28.42,0.02,1.32005,32.09221
28.44,0.02,2.541009,32.09473
28.46,0.02,1.411264,32.12167
28.48,0.02,3.774784,32.12603
28.5,0.02,0.5953277,32.1776
28.52,0.02,5.993135,32.16563
28.54,0.02,5.927446,32.2616
28.56,0.02,5.932886,32.35625
28.58,0.02,4.402101,32.45097
28.6,0.02,3.818418,32.51514
28.62,0.02,2.653781,32.56765
28.64,0.02,1.692718,32.59682
28.66,0.02,1.90905,32.60675
28.68,0.02,1.015986,32.62103
28.7,0.02,-1.329139,32.61749
28.72,0.02,3.973512,32.56701
28.74,0.02,6.837584,32.62253
28.76,0.02,2.504674,32.73539
28.78,0.02,1.815989,32.76163
28.8,0.02,2.889489,32.77402
28.82,0.02,1.555994,32.80791
28.84,0.02,1.348819,32.81513
28.86,0.02,3.018573,32.81819
28.88,0.02,-0.6477714,32.85466
28.9,0.02,6.978292,32.81783
28.92,0.02,6.40894,32.9335
28.94,0.02,3.086592,33.03784
28.96,0.02,6.702328,33.07563
28.98,0.02,5.973042,33.18584
29,0.02,1.847242,33.28137
29.02,0.02,-1.202426,33.29442
29.04,0.02,3.2613,33.24647
29.06,0.02,0.705332,33.28783
29.08,0.02,0.8352188,33.27802
29.1,0.02,4.984663,33.27085
29.12,0.02,0.3213809,33.34667
29.14,0.02,4.699543,33.32917
29.16,0.02,5.322193,33.39922
29.18,0.02,-0.5456903,33.48179
29.2,0.02,1.916084,33.44702
29.22,0.02,4.894826,33.46139
29.24,0.02,-0.2353165,33.53541
29.26,0.02,0.3918597,33.50682
29.28,0.02,0.6443415,33.49079
29.3,0.02,0.5254478,33.47979
29.32,0.02,-1.243993,33.46638
29.34,0.02,4.345586,33.41761
29.36,0.02,2.251775,33.48062
29.38,0.02,5.477054,33.50173
29.4,0.02,1.441428,33.58738
29.42,0.02,1.481139,33.59234
29.44,0.02,3.993287,33.59803
29.46,0.02,0.005588134,33.654
29.48,0.02,2.307462,33.63021
29.5,0.02,0.288785,33.65252
29.52,0.02,0.5289031,33.63438
29.54,0.02,-0.8936166,33.62106
29.56,0.02,3.126453,33.57931
29.58,0.02,5.91361,33.61792
29.6,0.02,3.515786,33.71232
29.62,0.02,4.049282,33.75872
29.64,0.02,-0.3390626,33.8158
29.66,0.02,1.719867,33.7851
29.68,0.02,0.3120888,33.79557
29.7,0.02,3.187901,33.77796
29.72,0.02,-0.9450666,33.81781
29.74,0.02,6.368854,33.77503
29.76,0.02,-0.2345824,33.87848
29.78,0.02,0.1360221,33.84993
29.8,0.02,0.7514242,33.82871
29.82,0.02,2.887793,33.81991
29.84,0.02,3.252362,33.85377
29.86,0.02,-0.09881332,33.89492
29.88,0.02,0.270887,33.86903
29.9,0.02,5.152595,33.85056
29.92,0.02,3.730446,33.92973
29.94,0.02,2.603946,33.9804
29.96,0.02,-0.3142431,34.00863
29.98,0.02,0.5518127,33.97844
30,0.02,5.852312,33.96556
30.02,0.02,5.282326,34.05872
30.04,0.02,2.395698,34.14047
30.06,0.02,0.2392534,34.16446
30.08,0.02,4.800027,34.14535
30.1,0.02,-0.09500244,34.21747
30.12,0.02,3.745901,34.19167
30.14,0.02,2.031128,34.24269
30.16,0.02,5.821948,34.2594
30.18,0.02,-1.271617,34.35198
30.2,0.02,0.8449541,34.30259
30.22,0.02,4.372004,34.29557
30.24,0.02,0.9299457,34.35915
30.26,0.02,-0.03424758,34.35389
30.28,0.02,0.4009782,34.32929
30.3,0.02,4.608278,34.31341
30.32,0.02,4.652851,34.38168
30.34,0.02,-0.8446177,34.45085
30.36,0.02,5.956528,34.41003
30.38,0.02,0.3923559,34.50527
30.4,0.02,3.904785,34.48924
30.42,0.02,5.0544,34.54346
30.44,0.02,6.34064,34.62062
30.46,0.02,1.001968,34.72354
30.48,0.02,5.237678,34.71966
30.5,0.02,4.581115,34.80053
30.52,0.02,1.585157,34.86826
30.54,0.02,0.5648916,34.87608
30.56,0.02,5.359946,34.86352
30.58,0.02,1.426305,34.94686
30.6,0.02,4.972385,34.95156
30.62,0.02,5.751483,35.0272
30.64,0.02,5.921123,35.11834
30.66,0.02,2.199807,35.21289
30.68,0.02,1.660394,35.23294
30.7,0.02,-1.47917,35.24224
30.72,0.02,6.18217,35.18869
30.74,0.02,0.9169667,35.28845
30.76,0.02,0.4193838,35.28293
30.78,0.02,-0.5419186,35.2675
30.8,0.02,3.684136,35.23287
30.82,0.02,6.270154,35.28288
30.84,0.02,1.279727,35.38356
30.86,0.02,-1.465997,35.38534
30.88,0.02,2.727984,35.33396
30.9,0.02,-0.4439729,35.36942
30.92,0.02,6.410651,35.34677
30.94,0.02,-1.135717,35.46737
