t,dt,f,v_true
1.78,0.02,4.462931,17.28629
1.8,0.02,1.557447,17.31669
1.82,0.02,16.44755,17.28898
1.84,0.02,14.3377,17.55907
1.86,0.02,16.26096,17.78696
1.88,0.02,7.917286,18.05333
1.9,0.02,9.880707,18.15281
1.92,0.02,14.93106,18.29157
1.94,0.02,10.56924,18.53133
1.96,0.02,2.470473,18.68386
1.98,0.02,13.95563,18.6744
2,0.02,13.40077,18.89466
2.02,0.02,3.938837,19.10381
2.04,0.02,6.838962,19.12373
2.06,0.02,6.246664,19.20165
2.08,0.02,4.873582,19.26772
2.1,0.02,3.076153,19.30633
2.12,0.02,6.522945,19.30899
2.14,0.02,11.47937,19.38059
2.16,0.02,5.189819,19.55132
2.18,0.02,2.116813,19.59626
2.2,0.02,9.12837,19.57973
2.22,0.02,3.260814,19.70344
2.24,0.02,14.29594,19.7098
2.26,0.02,4.081704,19.93685
2.28,0.02,9.17784,19.95963
2.3,0.02,14.26904,20.08432
2.32,0.02,4.055516,20.31085
2.34,0.02,5.286881,20.3331
2.36,0.02,3.666575,20.37997
2.38,0.02,5.047284,20.39445
2.4,0.02,13.70549,20.43653
2.42,0.02,13.71566,20.65178
2.44,0.02,1.384941,20.86723
2.46,0.02,7.538697,20.83607
2.48,0.02,5.793047,20.92799
2.5,0.02,3.938405,20.98499
2.52,0.02,13.0151,21.0049
2.54,0.02,4.756416,21.20634
2.56,0.02,14.01938,21.24261
2.58,0.02,8.144419,21.46414
2.6,0.02,8.720551,21.56816
2.62,0.02,6.325085,21.68371
2.64,0.02,10.31146,21.75136
2.66,0.02,2.836809,21.89872
2.68,0.02,11.96514,21.8966
2.7,0.02,1.054769,22.07704
2.72,0.02,1.177554,22.03928
2.74,0.02,7.127298,22.00397
2.76,0.02,6.523102,22.08765
2.78,0.02,8.639146,22.15926
2.8,0.02,1.024264,22.27318
2.82,0.02,9.002114,22.23481
2.84,0.02,9.371041,22.35599
2.86,0.02,12.78932,22.48455
2.88,0.02,4.240634,22.68147
2.9,0.02,12.50528,22.70743
2.92,0.02,3.265658,22.89867
2.94,0.02,9.378834,22.90513
2.96,0.02,1.720047,23.03384
2.98,0.02,5.411602,23.00938
3,0.02,2.071213,23.05876
3.02,0.02,2.679591,23.04132
3.04,0.02,8.288236,23.03605
3.06,0.02,4.99995,23.14296
3.08,0.02,12.41423,23.18409
3.1,0.02,9.864244,23.37352
3.12,0.02,0.5965549,23.51195
3.14,0.02,2.486845,23.46501
3.16,0.02,8.765098,23.45589
3.18,0.02,9.774558,23.57233
3.2,0.02,1.979215,23.70897
3.22,0.02,1.356596,23.68969
3.24,0.02,2.980608,23.65796
3.26,0.02,0.8209352,23.65871
3.28,0.02,1.999883,23.61627
3.3,0.02,10.59892,23.59741
3.32,0.02,3.070778,23.75053
3.34,0.02,5.373899,23.75308
3.36,0.02,6.147388,23.8017
3.38,0.02,11.97562,23.86579
3.4,0.02,12.46995,24.04644
3.42,0.02,5.016296,24.23698
3.44,0.02,6.24751,24.27844
3.46,0.02,5.319368,24.34453
3.48,0.02,1.836674,24.39206
3.5,0.02,4.48026,24.36994
3.52,0.02,2.796556,24.40068
3.54,0.02,8.581133,24.39775
3.56,0.02,4.278183,24.51052
3.58,0.02,5.827371,24.53722
3.6,0.02,1.415121,24.59491
3.62,0.02,8.589699,24.56435
3.64,0.02,3.853178,24.67728
3.66,0.02,4.170872,24.69548
3.68,0.02,2.711336,24.72004
3.7,0.02,4.891743,24.71541
3.72,0.02,10.7242,24.75438
3.74,0.02,2.899922,24.91001
3.76,0.02,8.498099,24.90914
3.78,0.02,9.136159,25.02025
3.8,0.02,9.184069,25.14411
3.82,0.02,2.219623,25.26893
3.84,0.02,0.4522096,25.25446
3.86,0.02,2.835269,25.20465
3.88,0.02,4.483325,25.20249
3.9,0.02,10.51203,25.2333
3.92,0.02,10.67633,25.38468
3.94,0.02,1.725015,25.53934
3.96,0.02,2.566085,25.51498
3.98,0.02,5.064552,25.50744
4,0.02,0.5393335,25.54987
4.02,0.02,5.725117,25.5018
4.04,0.02,6.872686,25.55744
4.06,0.02,6.235872,25.63604
4.08,0.02,6.319909,25.70189
4.1,0.02,5.413404,25.76943
4.12,0.02,7.532142,25.81884
4.14,0.02,3.73251,25.91062
4.16,0.02,1.402316,25.92641
4.18,0.02,8.809323,25.8956
4.2,0.02,9.354755,26.01292
4.22,0.02,0.2072768,26.14116
4.24,0.02,9.17457,26.08644
4.26,0.02,7.793541,26.21107
4.28,0.02,11.28341,26.30808
4.3,0.02,3.773498,26.47489
4.32,0.02,8.435734,26.4915
4.34,0.02,6.116769,26.60136
4.36,0.02,2.063166,26.66483
4.38,0.02,3.160643,26.64724
4.4,0.02,11.13427,26.65159
4.42,0.02,6.918438,26.81541
4.44,0.02,0.7798532,26.89492
4.46,0.02,10.90088,26.85166
4.48,0.02,9.140723,27.01082
4.5,0.02,0.9941071,27.13477
4.52,0.02,4.029826,27.09581
4.54,0.02,11.01604,27.11754
4.56,0.02,5.188833,27.279
4.58,0.02,4.499551,27.32391
4.6,0.02,3.820928,27.35504
4.62,0.02,5.630553,27.3726
4.64,0.02,9.467536,27.42635
4.66,0.02,2.245718,27.55684
4.68,0.02,6.885518,27.5429
4.7,0.02,9.668536,27.62175
4.72,0.02,9.142175,27.75626
4.74,0.02,4.272353,27.88023
4.76,0.02,5.297569,27.90683
4.78,0.02,3.999773,27.95392
4.8,0.02,5.736477,27.97506
4.82,0.02,6.440582,28.03093
4.84,0.02,2.847916,28.10088
4.86,0.02,1.379851,28.09898
4.88,0.02,7.089028,28.06771
4.9,0.02,0.4041167,28.15063
4.92,0.02,2.436059,28.09986
4.94,0.02,8.648917,28.08974
4.96,0.02,5.482494,27.45037
4.98,0.02,9.252982,27.49196
5,0.02,9.853325,27.61971
5.02,0.02,2.178385,27.75978
5.04,0.02,5.902587,27.74222
5.06,0.02,7.376719,27.80117
5.08,0.02,2.492616,27.89042
5.1,0.02,2.29188,27.8794
5.12,0.02,0.9375308,27.53893
5.14,0.02,5.679958,27.49004
5.16,0.02,1.018046,27.46274
5.18,0.02,7.456635,27.3005
5.2,0.02,2.300578,27.34961
5.22,0.02,2.130659,27.30832
5.24,0.02,2.5993,27.26675
5.26,0.02,6.18554,27.23536
5.28,0.02,6.45699,27.27766
5.3,0.02,5.180324,27.32561
5.32,0.02,8.972754,27.34688
5.34,0.02,1.609732,27.44549
5.36,0.02,8.644051,27.3955
5.38,0.02,4.560415,27.48725
5.4,0.02,1.894406,27.49718
5.42,0.02,8.857641,27.4525
5.44,0.02,7.09362,27.5489
5.46,0.02,8.515473,27.58464
5.48,0.02,5.291818,27.6423
5.5,0.02,10.17293,27.65895
5.52,0.02,4.836552,27.79101
5.54,0.02,8.614901,27.81579
5.56,0.02,5.037809,27.91733
5.58,0.02,1.517822,27.94655
5.6,0.02,6.442245,27.90464
5.62,0.02,9.473749,27.96248
5.64,0.02,1.931387,28.08188
5.66,0.02,7.038995,28.04862
5.68,0.02,5.776766,28.11892
5.7,0.02,0.9109885,26.94715
5.72,0.02,8.396421,26.77518
5.74,0.02,0.0432054,26.81957
5.76,0.02,2.730586,26.70957
5.78,0.02,0.7454779,26.65594
5.8,0.02,1.538557,26.56314
5.82,0.02,8.750025,26.48625
5.84,0.02,7.876939,26.55361
5.86,0.02,5.231603,26.60351
5.88,0.02,5.350731,26.6005
5.9,0.02,3.071413,26.5999
5.92,0.02,9.621881,26.55366
5.94,0.02,1.778443,26.63851
5.96,0.02,11.148,26.56642
5.98,0.02,0.4418975,26.68175
6,0.02,10.94131,26.58295
6.02,0.02,6.047916,26.69414
6.04,0.02,1.657033,26.70745
6.06,0.02,5.02451,26.63296
6.08,0.02,7.794963,26.62581
6.1,0.02,2.101826,26.6741
6.12,0.02,9.973466,26.6085
6.14,0.02,5.468249,26.70033
6.16,0.02,9.256928,26.70205
6.18,0.02,5.434072,26.77956
6.2,0.02,6.753954,26.7806
6.22,0.02,4.269473,26.80807
6.24,0.02,3.644082,26.78581
6.26,0.02,5.834959,26.75105
6.28,0.02,6.299701,26.76011
6.3,0.02,0.03265175,26.77848
6.32,0.02,7.100776,26.67149
6.34,0.02,4.770996,26.70588
6.36,0.02,10.05763,26.69367
6.38,0.02,0.5840043,26.78717
6.4,0.02,11.00741,26.69121
6.42,0.02,4.111954,26.80371
6.44,0.02,10.02862,26.77834
6.46,0.02,9.947284,26.87128
6.48,0.02,5.326919,26.96259
6.5,0.02,7.407147,26.96149
6.52,0.02,7.211038,27.002
6.54,0.02,6.479518,27.03858
6.56,0.02,8.509316,27.06056
6.58,0.02,0.1037938,27.1231
6.6,0.02,4.394875,27.01755
6.62,0.02,10.83318,26.99779
6.64,0.02,1.060871,27.10682
6.66,0.02,10.71589,27.02041
6.68,0.02,1.177763,27.12711
6.7,0.02,5.994804,27.04304
6.72,0.02,10.0757,27.05528
6.74,0.02,2.402058,27.14915
6.76,0.02,8.596864,27.08957
6.78,0.02,5.523936,27.15387
6.8,0.02,9.150632,27.15672
6.82,0.02,0.7226945,27.23209
6.84,0.02,7.979938,27.13893
6.86,0.02,8.524862,27.1909
6.88,0.02,4.656923,27.25377
6.9,0.02,8.987484,27.23925
6.92,0.02,0.4575639,27.31138
6.94,0.02,7.99151,27.21286
6.96,0.02,10.77013,27.26507
6.98,0.02,2.423546,27.37284
7,0.02,10.33901,27.31367
7.02,0.02,9.316684,27.4128
7.04,0.02,9.022085,27.49152
7.06,0.02,1.127257,27.56432
7.08,0.02,9.871236,27.47923
7.1,0.02,1.470665,27.56903
7.12,0.02,3.663138,27.49081
7.14,0.02,6.362192,27.45643
7.16,0.02,2.97702,27.47606
7.18,0.02,9.941984,27.42796
7.2,0.02,7.323629,27.51917
7.22,0.02,1.204912,27.558
7.24,0.02,10.18707,27.47446
7.26,0.02,5.03223,27.57057
7.28,0.02,5.536039,27.56357
7.3,0.02,7.233489,27.56667
7.32,0.02,2.261792,27.60369
7.34,0.02,5.579822,27.54129
7.36,0.02,4.88106,27.54526
7.38,0.02,5.542837,27.53523
7.4,0.02,8.145875,27.53846
7.42,0.02,2.876089,27.59375
7.44,0.02,8.760312,27.54363
7.46,0.02,1.325339,27.6112
7.48,0.02,7.178147,27.53009
7.5,0.02,8.791352,27.56599
7.52,0.02,5.464638,27.6342
7.54,0.02,9.03272,27.63587
7.56,0.02,2.513755,27.70887
7.58,0.02,0.5932444,27.65152
7.6,0.02,2.287053,27.55576
7.62,0.02,6.391962,27.49386
7.64,0.02,5.581089,27.51406
7.66,0.02,0.6084873,27.51806
7.68,0.02,9.727367,27.4226
7.7,0.02,3.076677,27.50948
7.72,0.02,10.07382,27.46338
7.74,0.02,9.134458,27.55724
7.76,0.02,8.196103,27.63228
7.78,0.02,4.085677,27.68858
7.8,0.02,3.316528,27.66266
7.82,0.02,2.140313,27.62133
7.84,0.02,4.705415,27.55653
7.86,0.02,10.05084,27.543
7.88,0.02,3.443865,27.63638
7.9,0.02,4.426816,27.59763
7.92,0.02,9.320233,27.57852
7.94,0.02,6.974906,27.6573
7.96,0.02,3.904563,27.68916
7.98,0.02,5.025846,27.65961
8,0.02,2.173292,27.65249
8.02,0.02,9.902783,27.5883
8.04,0.02,10.76326,27.67876
8.059999,0.02,1.544053,27.78637
8.08,0.02,0.06568519,27.70962
8.099999,0.02,10.41108,27.6033
8.12,0.02,1.630826,27.70391
8.139999,0.02,5.913279,27.62888
8.16,0.02,10.23314,27.6395
8.179999,0.02,5.341906,27.73655
8.2,0.02,9.706784,27.73573
8.22,0.02,9.867119,27.82225
8.24,0.02,8.828367,27.91195
8.26,0.02,1.210785,27.98087
8.28,0.02,8.99544,27.89749
8.3,0.02,3.171437,27.96974
8.32,0.02,0.7908306,27.92555
8.34,0.02,3.108682,27.83374
8.36,0.02,1.736638,27.78828
8.38,0.02,10.67732,27.71535
8.4,0.02,3.196362,27.82126
8.42,0.02,0.7704649,27.77756
8.44,0.02,4.164101,27.68532
8.46,0.02,1.682532,27.66098
8.48,0.02,2.248615,27.587
8.5,0.02,0.2022151,27.52432
8.52,0.02,10.49242,27.42074
8.54,0.02,3.277818,27.52296
8.559999,0.02,10.61593,27.48086
8.58,0.02,2.743199,27.58556
8.599999,0.02,10.48666,27.53277
8.62,0.02,9.403302,27.63488
8.639999,0.02,3.700851,27.71533
8.66,0.02,9.546263,27.6817
8.679999,0.02,6.123137,27.76497
8.7,0.02,9.421944,27.77981
8.72,0.02,4.251237,27.86061
8.74,0.02,4.976158,27.83801
8.76,0.02,4.877925,27.82988
8.78,0.02,5.087772,27.81982
8.8,0.02,6.685012,27.81395
8.82,0.02,8.216418,27.84001
8.84,0.02,6.762283,27.8967
8.86,0.02,4.764548,27.9243
8.88,0.02,4.87814,27.91195
8.9,0.02,5.600166,27.90189
8.92,0.02,9.511365,27.90627
8.94,0.02,6.914623,27.98886
8.96,0.02,8.147373,28.01952
8.98,0.02,3.185612,28.07484
9,0.02,8.183268,28.03092
9.02,0.02,6.069861,28.08693
9.04,0.02,3.07994,28.10068
9.059999,0.02,2.234775,28.05465
9.08,0.02,3.11557,27.99171
9.099999,0.02,0.8236533,27.9464
9.12,0.02,1.459889,27.85523
9.139999,0.02,9.527089,27.7768
9.16,0.02,7.167208,27.8597
9.179999,0.02,0.7912517,27.89541
9.2,0.02,0.1677713,27.80361
9.22,0.02,1.890715,27.69932
9.24,0.02,9.364326,27.62951
9.26,0.02,4.42067,27.70915
9.28,0.02,6.673545,27.68995
9.3,0.02,1.450112,27.71577
9.32,0.02,4.464393,27.63713
9.34,0.02,2.822306,27.61879
9.36,0.02,6.938991,27.5676
9.38,0.02,8.6172,27.59875
9.4,0.02,4.954137,27.66344
9.42,0.02,7.420587,27.65491
9.44,0.02,6.970467,27.69567
9.46,0.02,10.41695,27.72746
9.48,0.02,4.463385,27.82815
9.5,0.02,1.970729,27.80979
9.52,0.02,4.074056,27.74157
9.54,0.02,9.113855,27.71542
9.559999,0.02,3.755606,27.79009
9.58,0.02,5.382322,27.75757
9.599999,0.02,8.231968,27.75755
9.62,0.02,0.7323873,27.81455
9.639999,0.02,1.99478,27.72155
9.66,0.02,7.691127,27.65382
9.679999,0.02,1.728182,27.70002
9.7,0.02,4.592937,27.62695
9.719999,0.02,4.676167,27.61117
9.74,0.02,3.487965,27.59706
9.76,0.02,6.556611,27.5592
9.78,0.02,5.498341,27.58267
9.8,0.02,5.042304,27.58502
9.82,0.02,3.596463,27.57822
9.84,0.02,3.013498,27.54249
9.86,0.02,0.0551598,27.49517
9.88,0.02,1.677924,27.38864
9.9,0.02,8.80615,27.31454
9.92,0.02,1.658758,27.38303
9.94,0.02,9.758813,27.3086
9.96,0.02,0.4617705,27.39614
9.98,0.02,3.147088,27.29773
10,0.02,6.230955,27.25306
10.02,0.02,4.451217,27.27001
10.04,0.02,3.517097,27.25141
10.06,0.02,6.349693,27.21412
10.08,0.02,6.607579,27.23345
10.1,0.02,4.165207,27.25798
10.12,0.02,6.405411,27.23366
10.14,0.02,7.418484,27.25415
10.16,0.02,8.691862,27.29487
10.18,0.02,8.561135,27.36109
10.2,0.02,7.931467,27.42463
10.22,0.02,9.439635,27.47564
10.24,0.02,8.751421,27.5568
10.26,0.02,2.867126,27.62422
10.28,0.02,5.941402,27.5739
10.3,0.02,6.017686,27.58511
10.32,0.02,6.217919,27.59784
10.34,0.02,8.985206,27.61457
10.36,0.02,3.047544,27.68661
10.38,0.02,10.82924,27.63992
10.4,0.02,4.448779,27.74888
10.42,0.02,7.537807,27.73021
10.44,0.02,5.446775,27.77334
10.46,0.02,9.929344,27.77463
10.48,0.02,2.052998,27.86559
10.5,0.02,4.991633,27.79905
10.52,0.02,6.99694,27.79122
10.54,0.02,6.55053,27.82352
10.56,0.02,5.84591,27.8469
10.58,0.02,2.016669,27.85617
10.6,0.02,0.7955817,27.7889
10.62,0.02,9.16643,27.69718
10.64,0.02,3.133701,27.77286
10.66,0.02,9.475465,27.72788
10.68,0.02,9.951171,27.80977
10.7,0.02,8.848521,27.90117
10.72,0.02,7.230015,27.9705
10.74,0.02,4.444614,28.00748
10.76,0.02,6.665658,27.98871
10.78,0.02,2.401397,28.01443
10.8,0.02,9.82741,27.95481
10.82,0.02,2.057635,28.04376
10.84,0.02,8.577659,27.97725
10.86,0.02,4.626431,28.04118
10.88,0.02,2.700691,28.02608
10.9,0.02,6.028651,27.97244
10.92,0.02,0.2044732,27.98538
10.94,0.02,0.2619361,27.88185
10.96,0.02,10.54936,27.77944
10.98,0.02,1.879654,27.88276
11,0.02,0.1778024,27.81273
11.02,0.02,2.650917,27.70862
11.04,0.02,3.977648,27.65402
11.06,0.02,4.180418,27.62595
11.08,0.02,0.2581691,27.60187
11.1,0.02,9.213793,27.49949
11.12,0.02,9.946242,27.57614
11.14,0.02,3.063863,27.66738
11.16,0.02,8.499543,27.62105
11.18,0.02,9.738821,27.68338
11.2,0.02,2.15111,27.77057
11.22,0.02,1.811772,27.7059
11.24,0.02,5.904731,27.63448
11.26,0.02,9.51873,27.64501
11.28,0.02,1.328941,27.72775
11.3,0.02,7.944264,27.64667
11.32,0.02,2.096702,27.69793
11.34,0.02,10.44942,27.63219
11.36,0.02,9.132046,27.73354
11.38,0.02,5.685704,27.80859
11.4,0.02,8.259426,27.81461
11.42,0.02,4.438362,27.87222
11.44,0.02,10.32144,27.85333
11.46,0.02,8.885477,27.95212
11.48,0.02,7.641885,28.02224
11.5,0.02,6.900524,28.06741
11.52,0.02,4.410295,28.09782
11.54,0.02,3.895113,28.07832
11.56,0.02,7.279689,28.04865
11.58,0.02,10.51162,28.08656
11.6,0.02,4.472529,28.18916
11.62,0.02,4.154112,28.17096
11.64,0.02,9.257599,28.14642
11.66,0.02,8.303316,28.22397
11.68,0.02,0.9335456,28.28237
11.7,0.02,0.5590352,28.19338
11.72,0.02,6.413929,28.09697
11.74,0.02,3.571174,28.11761
11.76,0.02,2.056396,28.08139
11.78,0.02,7.118994,28.01493
11.8,0.02,1.480656,28.04967
11.82,0.02,6.268114,27.97164
11.84,0.02,4.292447,27.98934
11.86,0.02,6.168911,27.96754
11.88,0.02,4.802667,27.98333
11.9,0.02,4.025599,27.97171
11.92,0.02,1.821327,27.94459
11.94,0.02,10.50274,27.8734
11.96,0.02,2.424708,27.97581
11.98,0.02,9.060842,27.91669
12,0.02,9.724806,27.99026
12.02,0.02,0.7789724,28.07708
12.04,0.02,5.46394,27.98506
12.06,0.02,4.412862,27.98688
12.08,0.02,9.185783,27.96758
12.1,0.02,2.802717,28.04363
12.12,0.02,9.478203,27.99211
12.14,0.02,8.337811,28.07397
12.16,0.02,5.035515,28.13306
12.18,0.02,0.2716224,28.12611
12.2,0.02,5.91005,28.02396
12.22,0.02,6.380181,28.03442
12.24,0.02,5.876387,28.05454
12.26,0.02,5.656972,28.06436
12.28,0.02,5.599648,28.06993
12.3,0.02,7.418161,28.07435
12.32,0.02,2.431049,28.11527
12.34,0.02,4.868332,28.05634
12.36,0.02,9.016205,28.04527
12.38,0.02,9.490003,28.11798
12.4,0.02,3.5243,28.2008
12.42,0.02,2.014764,28.16626
12.44,0.02,5.766624,28.10449
12.46,0.02,0.6050753,28.12189
12.48,0.02,3.259438,28.05082
12.5,0.02,2.248224,28.02557
12.52,0.02,5.031889,27.98909
12.54,0.02,1.122639,28.01392
12.56,0.02,3.560377,27.96529
12.58,0.02,6.376758,27.96978
12.6,0.02,0,28.05139
12.62,0.02,0,28.00677
12.64,0.02,0,27.96346
12.66,0.02,0,27.92146
12.68,0.02,0,27.88078
12.7,0.02,0,27.84143
12.72,0.02,0,27.8034
12.74,0.02,0,27.7667
12.76,0.02,0,27.73135
12.78,0.02,0,27.69734
12.8,0.02,0,27.66468
12.82,0.02,0,27.63338
12.84,0.02,0,27.60343
12.86,0.02,0,27.57485
12.88,0.02,0,27.54763
12.9,0.02,0,27.52179
12.92,0.02,0,27.49732
12.94,0.02,0,27.47423
12.96,0.02,0,27.45253
12.98,0.02,0,27.43221
13,0.02,0,27.41328
13.02,0.02,0,27.39574
13.04,0.02,0,27.3796
13.06,0.02,0,27.36485
13.08,0.02,0,27.35151
13.1,0.02,0,27.33956
13.12,0.02,0,27.32902
13.14,0.02,0,27.31988
13.16,0.02,0,27.31215
13.18,0.02,0,27.30583
13.2,0.02,0,27.30092
13.22,0.02,0,27.29741
13.24,0.02,0,27.29532
13.26,0.02,0,27.29463
13.28,0.02,0,27.29536
13.3,0.02,0,27.29749
13.32,0.02,0,27.30104
13.34,0.02,0,27.30599
13.36,0.02,0,27.31236
13.38,0.02,0,27.32013
13.4,0.02,0,27.32931
13.42,0.02,0,27.33989
13.44,0.02,0,27.35188
13.46,0.02,0,27.36526
13.48,0.02,0,27.38005
13.5,0.02,0,27.39623
13.52,0.02,0,27.41381
13.54,0.02,0,27.43278
13.56,0.02,0,27.45314
13.58,0.02,0,27.47489
13.6,0.02,0,27.49802
13.62,0.02,0,27.52253
13.64,0.02,0,27.54841
13.66,0.02,0,27.57566
13.68,0.02,0,27.60429
13.7,0.02,0,27.63427
13.72,0.02,0,27.66562
13.74,0.02,0,27.69832
13.76,0.02,0,27.73236
13.78,0.02,0,27.76776
13.8,0.02,0,27.80449
13.82,0.02,0,27.84256
13.84,0.02,0,27.88195
13.86,0.02,0,27.92267
13.88,0.02,0,27.96471
13.9,0.02,0,28.00806
13.92,0.02,0,28.05271
13.94,0.02,0,28.09866
13.96,0.02,0,28.1459
13.98,0.02,0,27.3489
14,0.02,8.188012,27.3456
14.02,0.02,9.743852,27.51835
14.04,0.02,3.515486,27.72531
14.06,0.02,6.767621,27.81171
14.08,0.02,8.879197,27.9617
14.1,0.02,0.9571672,28.15325
14.12,0.02,2.302559,28.1909
14.14,0.02,8.702317,27.12136
14.16,0.02,6.683214,27.30013
14.18,0.02,4.712765,27.43162
14.2,0.02,5.133158,25.73842
14.22,0.02,9.379564,25.8026
14.24,0.02,4.967555,25.96729
14.26,0.02,5.892934,25.96891
14.28,0.02,10.62993,26.01218
14.3,0.02,3.137186,26.16295
14.32,0.02,3.472503,26.16622
14.34,0.02,10.55147,26.1767
14.36,0.02,6.284914,26.32886
14.38,0.02,6.47754,26.39569
14.4,0.02,2.748898,26.46638
14.42,0.02,3.758558,26.4625
14.44,0.02,4.605369,26.47881
14.46,0.02,2.14784,26.51206
14.48,0.02,6.233898,26.49616
14.5,0.02,3.704417,26.56198
14.52,0.02,8.519272,26.57721
14.54,0.02,10.77193,26.68873
14.56,0.02,6.962722,26.84531
14.58,0.02,6.013189,26.9257
14.6,0.02,0.6800575,26.98711
14.62,0.02,6.798808,26.94185
14.64,0.02,9.083167,27.01896
14.66,0.02,6.376896,27.14177
14.68,0.02,6.529547,27.21045
14.7,0.02,3.530445,27.28218
14.72,0.02,4.951149,27.29392
14.74,0.02,4.777761,27.33409
14.76,0.02,4.950405,27.37078
14.78,0.02,8.679453,27.41093
14.8,0.02,8.399858,27.52566
14.82,0.02,2.437251,27.6348
14.84,0.02,1.714162,27.62468
14.86,0.02,10.85645,27.6001
14.88,0.02,9.996846,27.75837
14.9,0.02,3.599633,27.89945
14.92,0.02,4.124071,27.91258
14.94,0.02,8.680229,27.93621
14.96,0.02,5.858964,28.05095
14.98,0.02,2.589151,28.10927
15,0.02,1.117794,28.10219
15.02,0.02,6.098526,28.06569
15.04,0.02,1.373144,28.1288
15.06,0.02,9.465381,28.0974
15.08,0.02,0.8366622,28.22785
15.1,0.02,0.1394783,28.18572
15.12,0.02,1.583055,28.12965
15.14,0.02,8.320164,28.10246
15.16,0.02,3.435847,28.21
15.18,0.02,4.709364,28.21985
15.2,0.02,8.10337,28.25518
15.22,0.02,9.209805,28.35839
15.24,0.02,8.952156,28.48372
15.26,0.02,5.528635,28.60391
15.28,0.02,6.543664,28.65562
15.3,0.02,4.123476,28.72764
15.32,0.02,1.81012,28.75125
15.34,0.02,10.41011,28.72859
15.36,0.02,3.282459,28.87793
15.38,0.02,2.668855,28.88472
15.4,0.02,6.403525,28.87922
15.42,0.02,1.519708,28.94843
15.44,0.02,9.591445,28.91997
15.46,0.02,2.358634,29.05294
15.48,0.02,3.584198,29.04125
15.5,0.02,5.390502,29.05408
15.52,0.02,6.01615,29.10303
15.54,0.02,3.913476,29.16449
15.56,0.02,2.229882,29.1839
15.58,0.02,2.727387,29.16964
15.6,0.02,7.016623,29.16533
15.62,0.02,4.815907,29.2468
15.64,0.02,7.53602,29.28426
15.66,0.02,1.882727,29.37612
15.68,0.02,1.042257,29.35491
15.7,0.02,3.753974,29.3169
15.72,0.02,2.943683,29.33312
15.74,0.02,5.164228,29.33313
15.76,0.02,0.2321268,29.37756
15.78,0.02,8.82667,29.32334
15.8,0.02,6.898931,29.44101
