t,dt,f,v_true
15.82,0.02,3.023378,29.52013
15.84,0.02,8.803891,29.52174
15.86,0.02,9.753478,29.63896
15.88,0.02,0.7051866,29.77517
15.9,0.02,7.265845,29.73041
15.92,0.02,0.8616739,29.81687
15.94,0.02,8.81818,29.77524
15.96,0.02,2.494066,29.89274
15.98,0.02,3.243074,29.88376
16,0.02,0.5068569,29.88977
16.02,0.02,4.775065,29.84105
16.04,0.02,1.787944,29.87769
16.06,0.02,4.218122,29.85458
16.08,0.02,3.471371,29.88008
16.1,0.02,8.890346,29.89065
16.12,0.02,-3.723047,30.0096
16.14,0.02,1.211183,29.87628
16.16,0.02,0.8820135,29.84164
16.18,0.02,4.657552,29.80042
16.2,0.02,8.508386,29.83472
16.22,0.02,0.05161154,29.94603
16.24,0.02,4.602302,29.8882
16.26,0.02,8.252666,29.92138
16.28,0.02,-5.459927,30.02757
16.3,0.02,3.854914,29.85952
16.32,0.02,0.9014731,29.87775
16.34,0.02,0.6834705,29.83693
16.36,0.02,3.800942,29.79174
16.38,0.02,1.2647,29.8089
16.4,0.02,6.872639,29.77533
16.42,0.02,5.657696,29.85392
16.44,0.02,6.376053,29.90821
16.46,0.02,4.052792,29.97688
16.48,0.02,7.341947,29.99907
16.5,0.02,-2.555903,30.08705
16.52,0.02,5.877442,29.97707
16.54,0.02,-6.001713,30.03576
16.56,0.02,9.172441,29.85687
16.58,0.02,7.05454,29.98146
16.6,0.02,-0.8790382,30.06369
16.62,0.02,6.679617,29.98725
16.64,0.02,-6.691554,30.06198
16.66,0.02,6.269674,29.86929
16.68,0.02,3.946287,29.93582
16.7,0.02,4.645417,29.95589
16.72,0.02,1.844581,29.98994
16.74,0.02,6.741374,29.96797
16.76,0.02,-6.192729,30.04394
16.78,0.02,4.451919,29.86122
16.8,0.02,8.939433,29.8914
16.82,0.02,-0.8657822,30.01133
16.84,0.02,3.975894,29.93515
16.86,0.02,3.096433,29.95581
16.88,0.02,9.073924,29.95888
16.9,0.02,-0.6859028,30.0815
16.92,0.02,-1.453284,30.00892
16.94,0.02,0.4031045,29.92099
16.96,0.02,3.149522,29.8702
16.98,0.02,8.779501,29.87433
17,0.02,4.489445,29.99106
17.02,0.02,-1.97044,30.02199
17.04,0.02,8.862394,29.92372
17.06,0.02,-2.361867,30.0421
17.08,0.02,7.481297,29.93601
17.1,0.02,-5.979415,30.02677
17.12,0.02,9.02545,29.84833
17.14,0.02,2.135969,29.96997
17.16,0.02,1.42639,29.95383
17.18,0.02,6.620514,29.9235
17.2,0.02,9.808945,29.99705
17.22,0.02,-4.967278,30.13437
17.24,0.02,6.041546,29.97617
17.26,0.02,-8.810176,30.03814
17.28,0.02,2.441525,29.80308
17.3,0.02,5.309896,29.79305
17.32,0.02,0.8998157,29.84038
17.34,0.02,3.358997,29.79952
17.36,0.02,6.18071,29.80786
17.38,0.02,4.917363,29.87274
17.4,0.02,4.369554,29.91229
17.42,0.02,0.02918757,29.94082
17.44,0.02,3.108066,29.88255
17.46,0.02,0.4833279,29.88585
17.48,0.02,0.4083558,29.83661
17.5,0.02,7.612363,29.7859
17.52,0.02,6.530068,29.87926
17.54,0.02,9.714469,29.951
17.56,0.02,-0.4333546,30.08647
17.58,0.02,-6.011668,30.01899
17.6,0.02,4.245237,29.84001
17.62,0.02,2.581763,29.86619
17.64,0.02,5.927341,29.85917
17.66,0.02,0.4926722,29.9178
17.68,0.02,3.43696,29.86911
17.7,0.02,4.644707,29.88029
17.72,0.02,6.952018,29.91806
17.74,0.02,-4.227006,30.00593
17.76,0.02,5.122858,29.87538
17.78,0.02,8.821314,29.94969
17.8,0.02,-5.2609,30.08767
17.82,0.02,6.494287,29.9546
17.84,0.02,-3.953714,30.06247
17.86,0.02,8.805049,29.9662
17.88,0.02,0,30.14681
17.9,0.02,0,30.1526
17.92,0.02,0,30.15968
17.94,0.02,0,30.16802
17.96,0.02,0,30.17764
17.98,0.02,0,30.18853
18,0.02,0,30.2007
18.02,0.02,0,30.21413
18.04,0.02,0,30.22883
18.06,0.02,0,30.24479
18.08,0.02,0,30.26202
18.1,0.02,0,30.28051
18.12,0.02,0,30.30026
18.14,0.02,0,30.32127
18.16,0.02,0,30.34353
18.18,0.02,0,30.36704
18.2,0.02,0,30.3918
18.22,0.02,0,30.4178
18.24,0.02,0,30.44505
18.26,0.02,0,30.47354
18.28,0.02,0,30.50326
18.3,0.02,0,30.53421
18.32,0.02,0,30.56639
18.34,0.02,0,30.5998
18.36,0.02,0,30.63443
18.38,0.02,0,30.67027
18.4,0.02,0,30.70732
18.42,0.02,0,30.74558
18.44,0.02,0,30.78505
18.46,0.02,0,30.82571
18.48,0.02,0,30.86757
18.5,0.02,0,30.91061
18.52,0.02,0,30.95484
18.54,0.02,0,31.00024
18.56,0.02,0,31.04683
18.58,0.02,0,31.09457
18.6,0.02,0,31.14349
18.62,0.02,0,31.19355
18.64,0.02,0,31.24478
18.66,0.02,0,31.29714
18.68,0.02,0,31.35065
18.7,0.02,0,31.40529
18.72,0.02,0,31.46106
18.74,0.02,0,31.51796
18.76,0.02,0,31.57597
18.78,0.02,0,31.63509
18.8,0.02,0,31.69531
18.82,0.02,0,31.75663
18.84,0.02,0,31.81905
18.86,0.02,0,31.88255
18.88,0.02,0,31.94713
18.9,0.02,0,32.01278
18.92,0.02,0,31.51292
18.94,0.02,-6.159337,31.54761
18.96,0.02,-2.073493,31.46422
18.98,0.02,-6.798313,30.76586
19,0.02,-0.9818469,30.64245
19.02,0.02,-9.719759,30.63643
19.04,0.02,-6.018743,30.45564
19.06,0.02,-2.091427,30.34871
19.08,0.02,0.6709253,28.99737
19.1,0.02,6.238685,29.026
19.12,0.02,8.928014,29.15948
19.14,0.02,7.554374,29.31809
19.16,0.02,0.5447399,29.41991
19.18,0.02,1.592451,29.4018
19.2,0.02,8.948429,29.40881
19.22,0.02,5.431821,29.56368
19.24,0.02,2.064001,29.64836
19.26,0.02,7.188008,29.66574
19.28,0.02,8.033002,29.78562
19.3,0.02,4.770726,29.92241
19.32,0.02,8.038245,29.99391
19.34,0.02,-5.093189,30.13078
19.36,0.02,-6.927863,30.00501
19.38,0.02,0.1934382,29.84254
19.4,0.02,5.204362,29.82254
19.42,0.02,2.484863,29.90275
19.44,0.02,0.1405345,29.92853
19.46,0.02,0.9222704,29.90746
19.48,0.02,7.85789,29.90198
19.5,0.02,-1.270107,30.03527
19.52,0.02,4.693254,29.98597
19.54,0.02,-0.8775133,30.05594
19.56,0.02,-8.021594,30.0145
19.58,0.02,3.02793,29.83014
19.6,0.02,4.176008,29.8668
19.62,0.02,8.304337,29.92643
19.64,0.02,-8.9593,30.06865
19.66,0.02,6.198944,29.86555
19.68,0.02,9.562566,29.96562
19.7,0.02,-5.305034,30.13299
19.72,0.02,-7.044738,30.00301
19.74,0.02,3.349946,29.8382
19.76,0.02,0.9141801,29.88132
19.78,0.02,5.426869,29.87567
19.8,0.02,6.350767,29.96033
19.82,0.02,-4.498094,30.06344
19.84,0.02,2.876703,29.94958
19.86,0.02,9.409155,29.98327
19.88,0.02,-4.333818,30.14753
19.9,0.02,-6.875744,30.03694
19.92,0.02,8.368351,29.87554
19.94,0.02,-8.758897,30.01901
19.96,0.02,4.085809,29.81992
19.98,0.02,2.995027,29.87777
20,0.02,4.544614,29.91376
20.02,0.02,6.924186,29.98074
20.04,0.02,-9.868464,30.09537
20.06,0.02,6.213545,29.87409
20.08,0.02,7.506058,29.97448
20.1,0.02,-5.216077,30.10068
20.12,0.02,1.817263,29.97246
20.14,0.02,4.847566,29.98487
20.16,0.02,-5.280329,30.05796
20.18,0.02,0.4931477,29.92848
20.2,0.02,3.457731,29.91443
20.22,0.02,6.402566,29.95965
20.24,0.02,-0.8185003,30.06385
20.26,0.02,-9.293705,30.0236
20.28,0.02,5.961124,29.81385
20.3,0.02,4.378386,29.90915
20.32,0.02,6.76102,29.97283
20.34,0.02,-3.191891,30.08413
20.36,0.02,7.416238,29.99638
20.38,0.02,-9.403082,30.12082
20.4,0.02,8.292324,29.90887
20.42,0.02,-7.519387,30.05084
20.44,0.02,2.768218,29.87651
20.46,0.02,1.249177,29.908
20.48,0.02,0.02601882,29.90905
20.5,0.02,8.374398,29.88572
20.52,0.02,-1.639255,30.02931
20.54,0.02,9.846986,29.9726
20.56,0.02,-2.612016,30.14563
20.58,0.02,-8.642424,30.06952
20.6,0.02,9.054716,29.87274
20.62,0.02,-6.212915,30.02998
20.64,0.02,1.699092,29.88184
20.66,0.02,6.89005,29.89193
20.68,0.02,-3.050228,30.00583
20.7,0.02,4.34806,29.92093
20.72,0.02,0.6813199,29.98402
20.74,0.02,8.813966,29.97372
20.76,0.02,-2.491378,30.12613
20.78,0.02,-2.138035,30.05241
20.8,0.02,3.28657,29.98573
20.82,0.02,-0.8896438,30.02752
20.84,0.02,2.335743,29.98588
20.86,0.02,-1.868356,30.00867
20.88,0.02,1.828907,29.94743
20.9,0.02,7.700252,29.96009
20.92,0.02,-0.9987966,30.09019
20.94,0.02,-4.22192,30.04632
20.96,0.02,8.581426,29.93801
20.98,0.02,-4.752908,30.08574
21,0.02,9.213892,29.96682
21.02,0.02,-5.907376,30.12716
21.04,0.02,7.262013,29.98512
21.06,0.02,-2.795559,30.10644
21.08,0.02,-7.512049,30.02664
21.1,0.02,1.791148,29.85254
21.12,0.02,7.682991,29.86443
21.14,0.02,5.008247,29.9942
21.16,0.02,-6.437003,30.07047
21.18,0.02,3.706026,29.91786
21.2,0.02,6.939782,29.96811
21.22,0.02,-6.549986,30.08299
21.24,0.02,5.833378,29.92811
21.26,0.02,-8.172853,30.02086
21.28,0.02,3.76933,29.83352
21.3,0.02,0.09814461,29.88498
21.32,0.02,5.541683,29.86307
21.34,0.02,7.42177,29.95002
21.36,0.02,-8.198186,30.07453
21.38,0.02,4.47441,29.88668
21.4,0.02,1.868605,29.95224
21.42,0.02,3.856311,29.96578
21.44,0.02,-9.715033,30.01897
21.46,0.02,6.751858,29.80075
21.48,0.02,6.720006,29.91194
21.5,0.02,-7.67669,30.02246
21.52,0.02,7.297695,29.84497
21.54,0.02,7.064353,29.96704
21.56,0.02,-1.756267,30.08442
21.58,0.02,-1.087899,30.02539
21.6,0.02,3.715105,29.97975
21.62,0.02,-6.658883,30.03021
21.64,0.02,5.501732,29.87312
21.66,0.02,7.928898,29.95924
21.68,0.02,-3.804088,30.09392
21.7,0.02,6.616247,29.99392
21.72,0.02,-1.645435,30.10235
21.74,0.02,-1.48348,30.04556
21.76,0.02,3.685459,29.99201
21.78,0.02,-9.117539,30.04178
21.8,0.02,6.893111,29.8356
21.82,0.02,5.210093,29.94953
21.84,0.02,-3.552362,30.02985
21.86,0.02,3.870811,29.93491
21.88,0.02,2.647872,29.98841
21.9,0.02,-5.745894,30.01745
21.92,0.02,4.905891,29.87868
21.94,0.02,3.178085,29.95289
21.96,0.02,2.09908,29.99256
21.98,0.02,-0.4251911,30.01067
22,0.02,9.767838,29.97819
22.02,0.02,-4.895806,30.14968
22.04,0.02,-6.143211,30.02785
22.06,0.02,6.928034,29.88111
22.08,0.02,1.975746,29.99581
22.1,0.02,-3.060327,30.01143
22.12,0.02,1.874507,29.92633
22.14,0.02,2.77581,29.93989
22.16,0.02,5.918006,29.97154
22.18,0.02,-1.012436,30.06598
22.2,0.02,-2.499215,30.02182
22.22,0.02,4.428079,29.94794
22.24,0.02,-9.320071,30.0126
22.26,0.02,6.376448,29.80231
22.28,0.02,0.01710055,29.90593
22.3,0.02,2.843269,29.88242
22.32,0.02,4.668962,29.91537
22.34,0.02,2.448796,29.98487
22.36,0.02,-1.421519,30.00991
22.38,0.02,2.319304,29.95758
22.4,0.02,2.493095,29.98007
22.42,0.02,-3.652544,30.00609
22.44,0.02,9.395256,29.90911
22.46,0.02,-5.094227,30.07314
22.48,0.02,3.147438,29.94737
22.5,0.02,8.90258,29.9864
22.52,0.02,-7.396322,30.14058
22.54,0.02,4.051229,29.9687
22.56,0.02,-5.356312,30.02586
22.58,0.02,5.475485,29.89481
22.6,0.02,4.326784,29.98044
22.62,0.02,-1.122795,30.0431
22.64,0.02,0.1795582,29.99674
22.66,0.02,0.9968375,29.97644
22.68,0.02,6.920482,29.97244
22.7,0.02,-9.541238,30.08697
22.72,0.02,5.753542,29.87226
22.74,0.02,8.601862,29.96346
22.76,0.02,-7.98383,30.11157
22.78,0.02,0.9913637,29.928
22.8,0.02,7.710892,29.92395
22.82,0.02,-4.785751,30.05423
22.84,0.02,4.115769,29.93468
22.86,0.02,2.24698,29.99309
22.88,0.02,-9.893968,30.01413
22.9,0.02,3.524701,29.79237
22.92,0.02,4.444578,29.83893
22.94,0.02,3.086178,29.90392
22.96,0.02,5.769002,29.94176
22.98,0.02,-0.8794964,30.03322
23,0.02,1.770315,29.99178
23.02,0.02,-5.959846,30.00324
23.04,0.02,2.119049,29.86017
23.06,0.02,3.225693,29.87867
23.08,0.02,8.898691,29.91929
23.1,0.02,-4.629451,30.07335
23.12,0.02,4.132512,29.9569
23.14,0.02,-0.3988753,30.01562
23.16,0.02,7.730467,29.98374
23.18,0.02,-4.126174,30.11448
23.2,0.02,-5.571653,30.00805
23.22,0.02,4.527427,29.87275
23.24,0.02,4.515339,29.93937
23.26,0.02,-0.02480985,30.00575
23.28,0.02,0.1006095,29.98138
23.3,0.02,4.666658,29.95949
23.32,0.02,-0.2655544,30.02894
23.34,0.02,0.4427038,29.99969
23.36,0.02,4.843471,29.98468
23.38,0.02,-4.691841,30.05766
23.4,0.02,3.561213,29.93996
23.42,0.02,8.563487,29.9873
23.44,0.02,-5.535112,30.13464
23.46,0.02,-0.762297,30
23.48,0.02,6.910187,29.96088
23.5,0.02,-3.212706,30.07517
23.52,0.02,6.743463,29.98701
23.54,0.02,-7.920969,30.09803
23.56,0.02,3.027755,29.91573
23.58,0.02,7.850573,29.95238
23.6,0.02,-4.490795,30.08551
23.62,0.02,0.61212,29.97181
23.64,0.02,4.821568,29.96012
23.66,0.02,-5.254875,30.03264
23.68,0.02,0.9006565,29.9037
23.7,0.02,2.538574,29.89779
23.72,0.02,6.935562,29.92465
23.74,0.02,-1.361914,30.03949
23.76,0.02,5.791084,29.98835
23.78,0.02,-3.677155,30.08024
23.8,0.02,6.949571,29.98282
23.82,0.02,-5.170859,30.09787
23.84,0.02,0.3273224,29.97062
23.86,0.02,1.332922,29.95329
23.88,0.02,4.899425,29.95603
23.9,0.02,-8.99,30.03012
23.92,0.02,5.445262,29.82643
23.94,0.02,5.23059,29.91143
23.96,0.02,8.373795,29.99211
23.98,0.02,-2.797583,30.13566
24,0.02,-9.887812,30.05587
24.02,0.02,1.275809,29.83423
24.04,0.02,4.951102,29.83607
24.06,0.02,2.630176,29.91115
24.08,0.02,8.498597,29.93986
24.1,0.02,-2.264902,30.086
24.12,0.02,-8.583845,30.01679
24.14,0.02,4.87407,29.82116
24.16,0.02,1.685356,29.89475
24.18,0.02,7.302294,29.9045
24.2,0.02,-9.376187,30.02665
24.22,0.02,3.789912,29.81529
24.24,0.02,1.624936,29.86716
24.26,0.02,7.439719,29.87587
24.28,0.02,-0.9921777,30.00087
24.3,0.02,5.910939,29.95725
24.32,0.02,-7.333247,30.05129
24.34,0.02,2.389415,29.88006
24.36,0.02,9.621237,29.90461
24.38,0.02,-6.624631,30.0749
24.4,0.02,4.203456,29.9232
24.42,0.02,2.798486,29.99241
24.44,0.02,-2.541105,30.04786
24.46,0.02,8.018927,29.99081
24.48,0.02,-1.569424,30.15419
24.5,0.02,-6.470562,30.13187
24.52,0.02,-0.140575,30.01632
24.54,0.02,-5.393233,30.05139
24.56,0.02,0,29.98273
24.58,0.02,0,30.02303
24.6,0.02,0,30.06456
24.62,0.02,0,30.10732
24.64,0.02,0,30.15129
24.66,0.02,0,30.19647
24.68,0.02,0,30.24285
24.7,0.02,0,30.29044
24.72,0.02,0,30.33922
24.74,0.02,0,30.38918
24.76,0.02,0,30.44034
24.78,0.02,0,30.49266
24.8,0.02,0,30.54616
24.82,0.02,0,30.60082
24.84,0.02,0,30.65664
24.86,0.02,0,30.71362
24.88,0.02,0,30.77173
24.9,0.02,0,30.83099
24.92,0.02,0,30.89138
24.94,0.02,0,30.9529
24.96,0.02,0,31.01553
24.98,0.02,0,31.07928
25,0.02,0,31.14413
25.02,0.02,0,31.21008
25.04,0.02,0,31.27712
25.06,0.02,0,31.34525
25.08,0.02,0,31.41446
25.1,0.02,0,31.48473
25.12,0.02,0,31.55607
25.14,0.02,0,31.62847
25.16,0.02,0,31.70191
25.18,0.02,0,31.7764
25.2,0.02,0,31.85192
25.22,0.02,0,31.92847
25.24,0.02,0,32.00603
25.26,0.02,0,32.08461
25.28,0.02,0,32.1642
25.3,0.02,0,32.24478
25.32,0.02,0,32.32635
25.34,0.02,0,32.40891
25.36,0.02,0,32.49244
25.38,0.02,0,32.57693
25.4,0.02,0,32.66239
25.42,0.02,0,32.74879
25.44,0.02,0,32.83615
25.46,0.02,0,32.92444
25.48,0.02,0,33.01366
25.5,0.02,0,33.10381
25.52,0.02,0,33.19487
25.54,0.02,0,33.28683
25.56,0.02,0,33.3797
25.58,0.02,0,33.47345
25.6,0.02,0,33.5681
25.62,0.02,0,33.66362
25.64,0.02,0,33.76001
25.66,0.02,0,33.85726
25.68,0.02,0,33.95537
25.7,0.02,0,34.05433
25.72,0.02,0,34.15412
25.74,0.02,0,34.25475
25.76,0.02,0,34.3562
25.78,0.02,0,34.45848
25.8,0.02,0,34.56156
25.82,0.02,0,34.66545
25.84,0.02,0,34.77013
25.86,0.02,0,34.87561
25.88,0.02,0,34.98186
25.9,0.02,0,35.0889
25.92,0.02,0,35.1967
25.94,0.02,0,35.30526
25.96,0.02,0,35.41457
25.98,0.02,0,35.52464
26,0.02,0,35.63544
26.02,0.02,0,35.74697
26.04,0.02,0,35.85924
26.06,0.02,0,35.97222
26.08,0.02,0,36.08592
26.1,0.02,0,36.20032
26.12,0.02,0,36.31542
26.14,0.02,0,36.43122
26.16,0.02,0,36.5477
26.18,0.02,0,36.66486
26.2,0.02,0,36.78269
26.22,0.02,0,36.9012
26.24,0.02,0,37.02036
26.26,0.02,0,37.14017
26.28,0.02,0,37.26064
26.3,0.02,0,37.38174
26.32,0.02,0,37.50348
26.34,0.02,0,37.62585
26.36,0.02,0,37.74884
26.38,0.02,0,37.87245
26.4,0.02,0,37.99667
26.42,0.02,0,38.1215
26.44,0.02,0,38.24693
26.46,0.02,0,38.37294
26.48,0.02,0,38.49955
